Year,GDP per capita,Entity,Code,Population,Entity_y,Code_y,Primary energy (TWh),Energy(PJ)-Time(Year),GDP(2011$)-Time(year),Energy(PJ)-GDP(10e12$),EI(PJ/$)-Time(year),Primary energy (PJ)
1937,7152.0,France,FRA,42030080,France,FRA,784.7588907,2036.2655579238774,272579204822.00766,2603.6038533095802,9.447279161714092e-09,2825.1320065200002
1938,7119.0,France,FRA,42026740,France,FRA,753.0996643,2087.60542410199,278551041565.3107,2592.974470117239,9.362452687126926e-09,2711.1587914799998
1939,7640.0,France,FRA,41716024,France,FRA,678.3173561000001,2141.6010893058774,284790409055.0119,2738.829607908895,9.277626212539757e-09,2441.9424819600004
1940,6443.0,France,FRA,40927544,France,FRA,517.4956056,2198.464100959154,291315696763.181,2320.8898711760544,9.192799737952556e-09,1862.98418016
1941,5274.0,France,FRA,40092288,France,FRA,486.9894426,2258.429087032087,298147019086.5998,1903.4072650484013,9.107973263365388e-09,1753.16199336
1942,4752.0,France,FRA,39424084,France,FRA,503.27120880000007,2321.7569920136098,305306422449.818,1703.7167352376482,9.023146788778185e-09,1811.7763516800003
1943,4559.0,France,FRA,39190212,France,FRA,438.89733319999993,2388.738873023338,312818122981.35266,1630.7135067346337,8.938320314191018e-09,1580.0303995199997
1944,3861.0,France,FRA,39290440,France,FRA,399.13048,2459.7003725428726,320708780161.3597,1399.856536802513,8.85349383960385e-09,1436.869728
1945,4101.0,France,FRA,39721432,France,FRA,486.9564523,2535.0070127749073,329007812956.65454,1496.4356908162931,8.768667365016646e-09,1753.0432282800002
1946,6145.0,France,FRA,40316136,France,FRA,624.6738343999999,2615.0704932772283,337747766343.6919,2195.600754649603,8.68384089042948e-09,2248.82580384
1947,6596.0,France,FRA,40787220,France,FRA,727.7179025,2700.3562209114098,346964737844.94305,2362.379533148912,8.599014415842313e-09,2619.784449
1948,7002.0,France,FRA,41184804,France,FRA,766.03611,2791.3923629182887,356698875864.45386,2511.0426230884677,8.51418794125511e-09,2757.729996
1949,7884.0,France,FRA,41569624,France,FRA,819.3542517999999,2888.7807951010627,366994964329.93207,2805.3658675670376,8.429361466667942e-09,2949.67530648
1950,8266.0,France,FRA,41834000,France,FRA,780.9298901000001,2993.2104246739464,377903111598.31396,2936.900658665334,8.344534992080739e-09,2811.3476043600003
1951,8705.0,France,FRA,42031000,France,FRA,849.199013,3105.4735112243447,389479565982.41895,3080.567940095129,8.259708517493572e-09,3057.1164468
1952,8869.0,France,FRA,42316000,France,FRA,879.5918383999999,3226.485803589821,401787685908.56445,3147.0680530948825,8.174882042906404e-09,3166.53061824
1953,9060.0,France,FRA,42655000,France,FRA,840.3701229000001,3357.3115757291425,414899100027.3132,3225.0684473687534,8.0900555683192e-09,3025.3324424400002
1954,9428.0,France,FRA,43025000,France,FRA,896.0329688999999,3499.1950108430574,428895102131.8512,3357.411206417947,8.005229093732034e-09,3225.7186880399995
1955,9881.0,France,FRA,43411000,France,FRA,911.8624491,3653.599894597322,443868338265.88513,3515.1368041272003,7.920402619144867e-09,3282.70481676
1956,10278.0,France,FRA,43809000,France,FRA,978.1968517999999,3820.049457052845,459924860008.83496,3656.6373339002466,7.835576144557664e-09,3521.5086664799996
1957,10779.0,France,FRA,44221000,France,FRA,1049.8081029999998,3988.1104572292593,477186640141.2197,3828.128690273079,7.750749669970496e-09,3779.3091707999997
1958,10927.0,France,FRA,44659000,France,FRA,1038.900559,4156.171457405726,495794676904.8192,3900.5707510749917,7.665923195383293e-09,3740.0420123999997
1959,11124.0,France,FRA,45138000,France,FRA,1045.135988,4324.232457582193,515912854044.1149,3989.9099130926265,7.581096720796126e-09,3762.4895568
1960,11792.0,France,FRA,45673000,France,FRA,1024.849361,4492.293457758659,537732780383.1612,4215.66168818537,7.496270246208958e-09,3689.4576996
1961,12302.0,France,FRA,46267000,France,FRA,1085.6347460000002,4660.354457935126,561479911742.74,4399.986209809815,7.411443771621755e-09,3908.285085600001
1962,12859.0,France,FRA,46907000,France,FRA,1146.420397,4828.415458111541,587421369924.0127,4599.6137640459065,7.326636414767229e-09,4127.113429200001
1963,13330.0,France,FRA,47561000,France,FRA,1207.206048,4996.476458288008,615876034199.4337,4776.097603963994,7.27445785370378e-09,4345.9417728
1964,14057.0,France,FRA,48184000,France,FRA,1267.991698,5164.537458464474,647227715098.0093,5017.749704404504,7.2222792926403125e-09,4564.7701128
1965,14609.0,France,FRA,48747000,France,FRA,1301.202,5332.598458640941,681942567743.3746,5206.855714915234,7.170100731576845e-09,4684.3272
1966,15213.0,France,FRA,49233000,France,FRA,1331.717,5500.6594588174075,720592426714.5303,5402.487699642546,7.117922170513378e-09,4794.181200000001
1967,15792.0,France,FRA,49651000,France,FRA,1418.6689999999999,5668.720458993822,763886552838.4763,5585.191188187984,7.06574360944991e-09,5107.2083999999995
1968,16365.0,France,FRA,50025000,France,FRA,1496.955,5836.781459170289,812715555855.5187,5762.014420880816,7.013565048386443e-09,5389.038
1969,17352.0,France,FRA,50387000,France,FRA,1650.148,6004.842459346756,868213313118.2404,6041.501231274357,6.961386487322976e-09,5940.5328
1970,18187.0,France,FRA,50764000,France,FRA,1792.151,6172.903459523222,904307515998.184,6283.4405530497015,6.909207926259509e-09,6451.743600000001
1971,18881.0,France,FRA,51163000,France,FRA,1864.904,6340.9644596996895,938944117403.1958,6493.318079226795,6.857029365196059e-09,6713.6544
1972,19549.0,France,FRA,51573000,France,FRA,1993.8410000000001,6509.025459876104,973580718808.2078,6700.1121799681405,6.804850804132592e-09,7177.8276000000005
1973,20441.0,France,FRA,51980000,France,FRA,2165.876,6677.08646005257,1008217320213.2196,6967.801959690073,6.752672243069125e-09,7797.153600000001
1974,20902.0,France,FRA,52357000,France,FRA,2125.3920000000003,6845.147460229037,1042853921618.2316,7126.374362760092,6.7004936820056575e-09,7651.411200000001
1975,20653.0,France,FRA,52689000,France,FRA,2000.777,7013.208460405504,1077490523023.2434,7095.47027624596,6.6483151209421896e-09,7202.7972
1976,21465.0,France,FRA,52969000,France,FRA,2132.802,7181.269460581971,1112127124428.2554,7341.526679048011,6.596136559878722e-09,7678.087200000001
1977,22177.0,France,FRA,53209000,France,FRA,2156.1929999999998,7349.330460758438,1146763725833.2673,7563.232289434242,6.543957998815255e-09,7762.2948
1978,22698.0,France,FRA,53423000,France,FRA,2254.036,7517.391460934852,1181400327238.279,7734.589450948927,6.491779437751788e-09,8114.529600000001
1979,23326.0,France,FRA,53637000,France,FRA,2320.738,7685.452461111318,1216036928643.291,7941.653050376803,6.439600876688338e-09,8354.656799999999
1980,23537.0,France,FRA,53868000,France,FRA,2290.4539999999997,7853.5134612877855,1250673530048.3171,8033.190522380428,6.387422315624871e-09,8245.634399999999
1981,23655.0,France,FRA,54121000,France,FRA,2265.007,8021.574461464253,1285310131453.329,8101.206668911121,6.335243754561404e-09,8154.0252
1982,24120.0,France,FRA,54391000,France,FRA,2180.742,8189.635461640719,1319946732858.341,8278.023301574127,6.283065193497937e-09,7850.671200000001
1983,24300.0,France,FRA,54675000,France,FRA,2233.564,8357.696461817133,1354583334263.3528,8372.400797101272,6.230886632434469e-09,8040.8304
1984,24519.0,France,FRA,54965000,France,FRA,2307.346,8525.7574619936,1389219935668.3647,8481.222825237308,6.178708071371002e-09,8306.445600000001
1985,24755.0,France,FRA,55255000,France,FRA,2382.862,8693.818462170068,1423856537073.3767,8597.035786093269,6.126529510307535e-09,8578.3032
1986,25238.0,France,FRA,55545000,France,FRA,2440.778,8861.879462346535,1458493138478.3887,8794.001279655462,6.0743509492440675e-09,8786.800799999999
1987,25756.0,France,FRA,55838000,France,FRA,2484.389,9029.940462523,1493129739883.4004,9005.090695920184,6.0221723881806e-09,8943.8004
1988,26763.0,France,FRA,56126000,France,FRA,2516.27,9198.001462699414,1527766341288.4124,9371.783556654738,5.9699938271171505e-09,9058.572
1989,27576.0,France,FRA,56404000,France,FRA,2551.21,9366.062462875881,1562402942693.4243,9663.247386093246,5.917815266053683e-09,9184.356
1990,28129.0,France,FRA,56667000,France,FRA,2628.647,9534.123463052349,1597039544098.4363,9860.186413831296,5.865636704990216e-09,9463.1292
1991,28294.26,France,FRA,56914000,France,FRA,2794.177,9702.184463228816,1631676145503.448,9939.018533959785,5.813458143926748e-09,10059.0372
1992,28619.8,France,FRA,57147000,France,FRA,2815.385,9870.245463405283,1666312746908.46,10054.255571491889,5.761279582863281e-09,10135.386
1993,28336.16,France,FRA,57370000,France,FRA,2814.9440000000004,10038.306463581697,1700949348313.486,10009.96502748914,5.709101021799814e-09,10133.798400000001
1994,28907.98,France,FRA,57587000,France,FRA,2777.6679999999997,10206.367463758163,1735585949718.498,10177.360258720695,5.656922460736347e-09,9999.6048
1995,29418.86,France,FRA,57802000,France,FRA,2844.387,10374.42846393463,1770222551123.51,10311.517183461112,5.60474389967288e-09,10239.7932
1996,29736.64,France,FRA,58012000,France,FRA,2951.4509999999996,10542.489464111097,1804859152528.5217,10392.662778110927,5.55256533860943e-09,10625.2236
1997,30341.81,France,FRA,58221000,France,FRA,2911.284,10710.550464287564,1839495753933.5337,10508.098462137834,5.500386777545963e-09,10480.6224
1998,31323.08,France,FRA,58444000,France,FRA,2979.563,10878.611464464031,1874132355338.5457,10635.489423256005,5.448208216482496e-09,10726.426800000001
1999,32284.61,France,FRA,58704000,France,FRA,3030.513,11046.672464640445,1908768956743.5576,10707.398288833096,5.396029655419028e-09,10909.8468
2000,33409.68,France,FRA,59015000,France,FRA,3069.409,11214.73346481691,1943405558148.5693,10734.585676086594,5.3438510943555605e-09,11049.8724
