Year,GDP per capita,Entity,Code,Population,Entity_y,Code_y,Primary energy (TWh),Energy(PJ)-Time(Year),GDP(2011$)-Time(year),Energy(PJ)-GDP(10e12$),EI(PJ/$)-Time(year),Primary energy (PJ)
1986,24893.0,Netherlands,NLD,14596000,Netherlands,NLD,863.159,3240.8838737483125,419290385383.313,3154.0510348935036,303628187.1890965,3107.3724
1987,25085.0,Netherlands,NLD,14683000,Netherlands,NLD,880.931,3270.6480038017125,430805908052.4949,3183.6366236158506,299403675.4057719,3171.3516000000004
1988,25574.0,Netherlands,NLD,14774000,Netherlands,NLD,883.802,3300.412133855113,442321430721.67316,3238.1240719177235,294603630.0806336,3181.6872000000003
1989,26612.0,Netherlands,NLD,14869000,Netherlands,NLD,887.835,3330.176263908524,453836953390.85504,3333.581402437794,289803584.75549525,3196.206
1990,27515.0,Netherlands,NLD,14965000,Netherlands,NLD,910.2230000000001,3359.940393961924,465352476060.0369,3411.7104949032646,285003539.4303569,3276.8028000000004
1991,28126.78,Netherlands,NLD,15065000,Netherlands,NLD,927.52,3389.7045240153357,476867998729.2153,3465.163913621875,280203494.1052186,3339.072
1992,28555.73,Netherlands,NLD,15166000,Netherlands,NLD,938.5310000000001,3419.4686540687358,488383521398.39716,3504.1178054298657,275403448.7800803,3378.7116
1993,28880.0,Netherlands,NLD,15268000,Netherlands,NLD,946.326,3449.232784122147,499899044067.57904,3535.0148827782223,270603403.4549433,3406.7736
1994,29727.56,Netherlands,NLD,15369000,Netherlands,NLD,936.123,3478.9969141755473,511414566736.7573,3592.4639957303375,265803358.12980494,3370.0428
1995,30680.35,Netherlands,NLD,15468000,Netherlands,NLD,974.2280000000001,3508.7610442289474,522930089405.9392,3648.2145939859342,261003312.80466664,3507.2208000000005
1996,31811.74,Netherlands,NLD,15563000,Netherlands,NLD,1016.225,3538.525174282359,534445612075.1211,3702.7808563243198,256203267.4795283,3658.4100000000003
1997,33199.63,Netherlands,NLD,15655000,Netherlands,NLD,997.9989999999999,3568.289304335759,545961134744.29944,3754.598951411854,251403222.15438998,3592.7963999999997
1998,34688.55,Netherlands,NLD,15746000,Netherlands,NLD,1004.921,3598.05343438917,557476657413.4813,3794.591597074906,246603176.8292517,3617.7156000000004
1999,36409.08,Netherlands,NLD,15836000,Netherlands,NLD,992.675,3627.8175644425705,568992180082.6632,3822.1795190803978,241803131.50411338,3573.63
2000,37899.95,Netherlands,NLD,15926000,Netherlands,NLD,1005.576,3657.5816944959815,580507702751.8416,3831.8590217044202,237003086.17897505,3620.0736
2001,38636.22,Netherlands,NLD,16018000,Netherlands,NLD,1044.132,3687.3458245493816,592023225421.0233,3831.7090554144793,232203040.85383803,3758.8752000000004
2002,38653.12,Netherlands,NLD,16110000,Netherlands,NLD,1044.333,3717.1099546027817,603538748090.2052,3831.0761071522425,227402995.52869973,3759.5988
2003,38803.96,Netherlands,NLD,16201000,Netherlands,NLD,1051.4,3746.874084656193,615054270759.3835,3829.6324813788497,222602950.2035614,3785.0400000000004
2004,39682.38,Netherlands,NLD,16287000,Netherlands,NLD,1086.5610000000001,3776.6382147095933,626569793428.5654,3822.2273860167334,217802904.87842306,3911.6196000000004
2005,40679.49,Netherlands,NLD,16367000,Netherlands,NLD,1108.981,3806.4023447630047,638085316097.7473,3808.9611129728173,213002859.55328476,3992.3316
2006,42286.51,Netherlands,NLD,16440000,Netherlands,NLD,1086.1960000000001,3836.166474816405,649600838766.9257,3779.936291660539,208202814.22814646,3910.3056000000006
2007,44008.75,Netherlands,NLD,16507000,Netherlands,NLD,1104.569,3865.9306048698163,661116361436.1075,3738.748164576117,203402768.90300816,3976.4483999999998
2008,44840.71,Netherlands,NLD,16568000,Netherlands,NLD,1090.664,3895.6947349232164,672631884105.2894,3713.3719974604023,198602723.57786983,3926.3904
2009,43178.51,Netherlands,NLD,16626000,Netherlands,NLD,1074.866,3925.4588649766165,684147406774.4678,3750.990629133852,193802678.2527315,3869.5176
2010,43812.35,Netherlands,NLD,16683000,Netherlands,NLD,1137.616,3932.347215246468,695662929443.6497,3732.0949300127436,189002632.92759448,4095.4176
2011,44591.0,Netherlands,NLD,16738000,Netherlands,NLD,1088.851,3867.943736377244,707178452112.8314,3707.7778532687676,184202587.60245618,3919.8636000000006
2012,43957.0,Netherlands,NLD,16792000,Netherlands,NLD,1053.201,3803.54025750802,718693974782.0098,3721.000084171701,179402542.27731785,3791.5236
2013,43744.0,Netherlands,NLD,16844000,Netherlands,NLD,1021.773,3739.1367786387964,730209497451.1917,3723.038162754165,174602496.95217955,3678.3828000000003
2014,44205.0,Netherlands,NLD,16893000,Netherlands,NLD,965.058,3674.7332997695503,741725020120.3735,3707.1367279947103,169802451.62704122,3474.2088
2015,44869.0,Netherlands,NLD,16938000,Netherlands,NLD,976.8510000000001,3610.3298209003265,753240542789.5519,3684.7285955043003,165002406.30190292,3516.6636000000003
2016,45600.0,Netherlands,NLD,16981000,Netherlands,NLD,994.1519999999999,3545.9263420311026,764756065458.7338,3659.005628739016,160202360.9767646,3578.9471999999996
2017,46650.76,Netherlands,NLD,17021000,Netherlands,NLD,980.789,3481.522863161879,776271588127.9156,3621.466701319534,155402315.6516263,3530.8404
2018,47474.11,Netherlands,NLD,17060000,Netherlands,NLD,979.4739999999999,3417.119384292655,787787110797.094,3589.618292156984,150602270.32648924,3526.1063999999997
