En/CapFrance;GDP/CapFrance;ModelFrance;En/CapItaly;GDP/CapItaly;ModelItaly;En/CapNetherlands;GDP/CapNetherlands;ModelNetherlands;En/CapSpain;GDP/CapSpain;ModelSpain;En/CapUnited States;GDP/CapUnited States;ModelUnited States
1.46E-08;2.0902;143.749442;1.06E-08;3.3419;122.8286544;9.97E-09;1.3209;129.6959155;1.47E-08;3.008809;131.8013663;;;
1.37E-08;2.0653;142.7085048;1.07E-08;3.402734;122.8742508;9.94E-09;1.3074;128.4918498;1.46E-08;3.08856;132.9438023;;;
1.45E-08;2.1465;146.0280613;1.08E-08;3.436417;122.873609;1.10E-08;1.377;134.6420236;1.46E-08;3.190742;134.2293935;;;
1.46E-08;2.2177;148.7608765;;;;1.18E-08;1.4078;137.3168276;1.46E-08;3.273543;135.1288067;;;
1.52E-08;2.2698;150.6555028;;;;1.19E-08;1.5042;145.4917972;1.40E-08;3.284433;135.2378456;;;
1.56E-08;2.3326;152.8217457;;;;1.22E-08;1.5618;150.22705;1.28E-08;3.166969;133.9478406;;;
1.53E-08;2.3537;153.5208888;;;;1.29E-08;1.5838;152.0049481;1.30E-08;3.17864;134.087383;;;
1.51E-08;2.3655;153.9056199;;;;1.34E-08;1.6483;157.1166429;1.27E-08;3.16;133.8633053;;;
1.44E-08;2.412;155.3781213;;;;1.49E-08;1.7365;163.8555726;1.27E-08;3.0699;132.6875697;;;
1.47E-08;2.43;155.9295335;;;;1.64E-08;1.827;170.4573627;1.20E-08;3.028;132.0876142;;;
1.51E-08;2.4519;156.586501;;;;1.83E-08;1.9075;176.0546557;1.18E-08;3.0819;132.8531184;;;
1.55E-08;2.4755;157.27743;;;;1.90E-08;1.9636;179.7987947;1.20E-08;3.1847;134.1588336;;;
1.58E-08;2.5238;158.636733;;;;2.19E-08;2.0079;182.6631976;1.21E-08;3.011;131.834411;;;
1.60E-08;2.5756;160.0135272;;;;2.30E-08;2.0851;187.4583743;1.23E-08;3.090812;132.9742703;;;
1.61E-08;2.6763;162.454047;;;;2.17E-08;2.1514;191.3754716;1.25E-08;3.149652;133.7360998;;;
1.63E-08;2.7576;164.2019424;;;;2.16E-08;2.1318;190.2368983;;;;;;
1.67E-08;2.8129;165.2800729;;;;2.34E-08;2.2132;194.8583866;;;;;;
1.77E-08;2.829426;165.5851563;;;;2.28E-08;2.2598;197.3769953;;;;;;
1.77E-08;2.86198;166.1633956;;;;2.31E-08;2.2992;199.4341909;;;;;;
1.77E-08;2.833616;165.6612667;;;;2.38E-08;2.3347;201.2310906;;;;;;
1.74E-08;2.890798;166.6503454;;;;2.22E-08;2.3438;201.6830623;;;;;;
1.77E-08;2.941886;167.4569013;;;;2.09E-08;2.3153;200.255779;;;;;;
1.83E-08;2.973664;167.9225679;;;;1.92E-08;2.278;198.3354918;;;;;;
1.80E-08;3.034181;168.7344619;;;;1.92E-08;2.3086;199.9152184;;;;;;
1.84E-08;3.132308;169.8479259;;;;1.99E-08;2.375;203.2059681;;;;;;
1.86E-08;3.228461;170.704902;;;;2.04E-08;2.4361;206.0687454;;;;;;
1.87E-08;3.340968;171.4281954;;;;2.13E-08;2.4893;208.4330716;;;;;;
1.88E-08;3.39201;171.6614794;;;;2.16E-08;2.5085;209.2571843;;;;;;
1.85E-08;3.415277;171.7488453;;;;2.15E-08;2.5574;211.2866276;;;;;;
1.86E-08;3.429203;171.7955499;;;;2.15E-08;2.6612;215.2671391;;;;;;
1.86E-08;3.509382;171.9849085;;;;2.19E-08;2.7515;218.3739406;;;;;;
1.83E-08;3.549546;172.0301698;;;;2.22E-08;2.812678;220.2944352;;;;;;
1.81E-08;3.616616;172.0347545;;;;2.23E-08;2.855573;221.5537612;;;;;;
1.77E-08;3.684569;171.9521635;;;;2.23E-08;2.888;222.4586932;;;;;;
1.76E-08;3.676179;171.9669817;;;;2.19E-08;2.972756;224.6358458;;;;;;
1.65E-08;3.553493;172.0328746;;;;2.27E-08;3.068035;226.7663937;;;;;;
1.69E-08;3.608673;172.0387507;;;;2.35E-08;3.181174;228.8767095;;;;;;
1.62E-08;3.6691;171.9784854;;;;2.29E-08;3.319963;230.8730605;;;;;;
1.61E-08;3.6571;171.9958759;;;;2.30E-08;3.468855;232.3330356;;;;;;
1.61E-08;3.6632;171.9873681;;;;2.26E-08;3.640908;233.2082251;;;;;;
1.54E-08;3.6527;172.0015856;;;;2.27E-08;3.789995;233.3225566;;;;;;
1.54E-08;3.6827;171.9555755;;;;2.35E-08;3.863622;233.1755682;;;;;;
1.51E-08;3.7124;171.8938845;;;;2.33E-08;3.865312;233.1706864;;;;;;
1.50E-08;3.7895;171.6610654;;;;2.34E-08;3.880396;233.1242153;;;;;;
1.52E-08;3.851592;171.4002307;;;;2.40E-08;3.968238;232.7512452;;;;;;
;;;;;;2.44E-08;4.067949;232.1258333;;;;;;
;;;;;;2.38E-08;4.228651;230.7018373;;;;;;
;;;;;;2.41E-08;4.400875;228.6647473;;;;;;
;;;;;;2.37E-08;4.484071;227.5114182;;;;;;
;;;;;;2.33E-08;4.317851;229.7084901;;;;;;
;;;;;;2.45E-08;4.381235;228.9216031;;;;;;
;;;;;;2.34E-08;4.4591;227.8684351;;;;;;
;;;;;;2.26E-08;4.3957;228.7330102;;;;;;
;;;;;;2.18E-08;4.3744;229.0095687;;;;;;
;;;;;;2.06E-08;4.4205;228.4021061;;;;;;
;;;;;;2.08E-08;4.4869;227.4703995;;;;;;
;;;;;;2.11E-08;4.56;226.3712563;;;;;;
;;;;;;2.07E-08;4.665076;224.6659314;;;;;;
;;;;;;2.07E-08;4.747411;223.2343105;;;;;;
